cellid	station	depth_m	station_type	filter	Annelida	Apicomplexa	Arthropoda	Ascomycota	Bangiales	Basidiomycota	Brachiopoda	Cercozoa	Chlorophyta_ph	Choanoflagellida	Chytridiomycota	Ciliophora	Cnidaria	Cryptomonadales	Cryptomycota	Cryptophyceae_ph	Ctenophora	Dinoflagellata	Discosea	Echinodermata	Entoprocta	Euglenozoa	Florideophycidae	Gastrotricha	Hemichordata	Hyphochytriomycetes	Ichthyosporea	Incertae_Sedis	Kinorhyncha	Labyrinthulomycetes	LKM15	MAST-3	MAST-4	MAST-6	Mollusca	Mucoromycota	Nematoda	Nemertea	Neocallimastigomycota	Nucleariidae_and_Fonticula_group	Ochrophyta	Opalinata	Opisthokonta_ph	Pavlovophyceae	Peronosporomycetes	Phragmoplastophyta	Placozoa	Platyhelminthes	Porifera	Priapulida	Protalveolata	Prymnesiophyceae	Rotifera	Tunicata	uncultured	Vertebrata	Zoopagomycota
AMBON_1_46	BBL2	9.842	P	0.2	0	0	0	0	0	0	0	0	21.8784942228848	0	1.8263138278047	19.8658218412225	0.745434215430488	3.91352963101006	4.02534476332464	0	0.633619083115915	17.7413343272456	0	0	0	0	0	0	0	0	0	0	0	0	0	0.484532240029817	0	0.186358553857622	0	0	0	0	0	0	10.8460678345136	0	0	0	0	0	0	0	0	0	13.4550875885203	4.39806187103988	0	0	0	0	0
BOX_6_100	BBL2	9.842	P	20	49.1287878787879	0	0	0	0	0	0	0	0	0	0	1.59090909090909	0	0	0	0	0	1.17424242424242	0	0.643939393939394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.4621212121212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMBON_1_45	BBL2	15.866	P	0.2	0	0	0	0	0	0.369104579630895	0	0.0683526999316473	10.3212576896787	0	3.58168147641832	32.4401913875598	0.369104579630895	9.00888585099111	2.05058099794942	0	0	19.7129186602871	0	0	0	0	0	0	0	0	0	0.273410799726589	0	0	0	0.382775119617225	0.232399179767601	0.902255639097745	0	0	0	0	0	0	4.06015037593985	0	0.25974025974026	0.0956937799043062	0	0	0	0	0	0.574162679425837	13.3424470266576	1.95488721804511	0	0	0	0	0
BOX_5_90	BBL2	15.866	P	20	3.55205715041672	0	0.294351104643471	0	0	0	0	0.429951051726419	0.142214578647969	0	0.883053313930414	4.13083741235613	0	1.34277020769943	0	0	0.274507209948406	24.9305463685673	1.33615557613441	0.618468051329541	0	0	0	0	0	0	0	0	0	0	0	0.105834105040349	0	0.228204788993253	0	0	0.347268157163646	0	0	0	59.6606694007144	0	0.681307051197248	0	0	0	0	0	0	0.0562243683026855	0.582087577721921	0.162058473343035	0.241434052123297	0	0	0	0
AMBON_1_48	BBL2	20.8	P	0.2	0	0	0	0	0	0	0	0	14.512595837897	0	6.51697699890471	22.5082146768894	0.985761226725082	9.85761226725082	0	0	0.985761226725082	17.6341730558598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47864184008762	0	0	0	0	0	0	6.02409638554217	0	0	0	0	0	0	0	0	0	16.538882803943	2.95728368017525	0	0	0	0	0
BOX_8_33	BBL2	20.8	P	3	0.578795053933175	0	0	0.0263088660878716	0	0.0684030518284662	0	1.49434359379111	2.38358326756117	0	8.15048671402262	4.05156537753223	0.0368324125230203	7.20862930807682	0	0.0631412786108919	0.668245198631939	44.5619573796369	0	0	0	0	0	0	0	0	0	0.410418310970797	0	0	0	1.27334911865299	0.0631412786108919	2.07313864772428	0	0	0	0	0.0210470928702973	0	16.143120231518	0	1.09444882925546	0.142067876874507	0.163114969744804	0	0	0	0	0.252565114443567	6.26677190213102	2.2941331228624	0	0	0.510392002104709	0	0
BOX_7_95	BBL2	20.8	P	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.4453781512605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.5546218487395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMBON_1_47	BBL6	5.397	P	0.2	0	0	0	0	0	0	0	0	76.0341151385928	0	0.554371002132196	2.00426439232409	0	0	5.33049040511727	0	0	4.22174840085288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.77825159914712	0	0	0	0	0	0	0	0	0	4.136460554371	0.831556503198294	0	0	1.10874200426439	0	0
BOX_7_10	BBL6	5.397	P	3	0	0	0	0	0	0	0	0	0	0	0	9.78260869565217	0	0	0	0	0	52.7173913043478	0	0	0	0	0	0	0	0	0	8.15217391304348	0	0	0	0	0	0	3.26086956521739	0	0	0	0	0	26.0869565217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOX_5_91	BBL6	5.397	P	20	0	0	52.4462920433733	0	0	0	0	0.290706125178057	0.0639553475391726	0	2.55239977906334	1.62504723974534	0.0726765312945144	0.0552341637838309	0	0	0	13.3841100031978	0.0784906537980755	0.119189511323004	0	0	0	0	0	0	0	0.0494200412802698	0	0	0	0.30524143143696	0	0.113375388819442	0.331404982702986	0.0843047763016367	0	0	0	0	28.1839588360127	0	0	0	0.119189511323004	0	0	0	0	0	0.125003633826565	0	0	0	0	0	0
BOX_8_3	BBL6	9.914	P	3	0.213170478769373	0	2.68479575963588	0.230454571642565	0	0	0	2.21236388776862	3.95229590366999	0	5.67494382669816	4.78769372587429	0	1.85515930172265	0.691363714927695	1.2041251368324	1.46338652993029	51.3452785619635	1.2041251368324	1.57285245146051	0	0	0	0	0	0	0	0	0	0	0	2.1835570663133	0.0748977357838336	0.501238693322579	0	0	0	0	0	0	12.6865241689232	0	0.472431871867258	0	0	0	0	0	0.230454571642565	0	0.55885233623322	3.49714812467592	0	0	0.702886443509823	0	0
BOX_8_39	BBL6	9.914	P	20	0.20201420040997	0	19.3012685303467	0	0	0	0	0.127744273788657	3.55901488369329	0	3.1460740916788	4.68494697127239	0	0.29707970648525	0	0.01188318825941	0.222809779863937	18.8021746234515	0.0386203618430825	1.82704019488429	0	0	0	0	0	0	0	0.10694869433469	0	0	0	0.55850984819227	0	0.243605359317905	1.38142063515641	0.04753275303764	0	0	0	0	32.9075190873711	0	0	0	0.133685867918362	0	0	0	0	0	11.6574076824812	0.412940792014498	0	0	0.329758474198627	0	0
BOX_5_93	BBL6	30.294	P	3	0.332667997338656	0	0.456230396350157	0	0	0	0	0.104552799163578	0.047523999619808	0	0.608307195133542	2.90846877673225	0	2.68035357855717	0	0	11.8239711054082	62.8267274973862	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66333998669328	0.256629597946963	0	0.47523999619808	0	0	0	0	0	14.2667046858664	0	0	0	0.304153597566771	0	0	0	0	0	0	0.171086398631309	0	0	1.07404239140766	0	0
BOX_5_87	BBL6	30.294	P	20	1.08370940062289	0.0254242674632937	34.0272039661857	0	0	0.044492468060764	0	0.317803343291171	0	0	1.22672090510392	2.78713532066357	0.0762728023898811	0.0317803343291171	0.0572046017924109	0	0.0730947689569694	36.680861882667	0.295557109260789	5.86664971715502	0	0	0	0	0	0.0127121337316469	0	0	0	0	0	0.387720078815229	0.0413144346278523	0.0127121337316469	0	0	0.610182419119049	0	0	0	14.3933134176572	0	0.0508485349265874	0	0	0	0	0	0	0	1.68753575287612	0.209750206572173	0	0	0	0	0
BOX_5_88	BBL6	35.81	P	20	7.36547216061632	0	11.3108439360336	0.0389089918680207	0.0583634878020311	0.237344850394926	0	0.404653515427415	0.058363487802031	0	3.88700828761527	4.19049842418583	0.0972724796700518	0.155635967472083	0.101163378856854	0.0583634878020311	0.0466907902416248	23.726703241119	0.24512664876853	0.385199019493405	0	0	0	0	0	0.0855997821096455	0.0311271934944166	0.0116726975604062	0	0.0427998910548228	0	1.06999727637057	0.101163378856854	0.0466907902416248	0	0.0427998910548228	0.0817088829228435	0	0	0	41.5509124158593	0	0.354071825998988	0	0.11283607641726	0	0	0	0	0	3.33060970390257	0.536944087778686	0	0	0.233453951208124	0	0
BOX_4_32	BBL7	4.849	S	0.2	1.46545031055901	0	19.8466614906832	0	0	0	0	1.5819099378882	3.28027950310559	0	8.30745341614907	8.99650621118012	0	0.397903726708074	0.203804347826087	0	0	31.3858695652174	0	0.242624223602484	0	0	0	0	0	0	0	0.504658385093168	0	0	0	1.20341614906832	0	0	1.43633540372671	0	0	0	0	0	20.2542701863354	0	0	0	0.145574534161491	0	0	0	0	0	0.407608695652174	0.339673913043478	0	0	0	0	0
BOX_4_33	BBL7	10.441	S	0.2	0	0	26.9056082148499	0	0	0	0	0.533175355450237	2.32030015797788	0	6.49684044233807	2.40916271721959	0	0.0987361769352291	0	0.276461295418641	0	18.8684834123223	0	0	0	0	0	0	0	0	0	0.286334913112164	0	0	0	0	0	0	0.809636650868878	0.256714060031596	0	0	0	0	39.8992890995261	0	0	0	0	0	0	0	0.296208530805687	0	0.345576619273302	0.197472353870458	0	0	0	0	0
BOX_4_23	BBL7	20.355	S	0.2	8.73554999404123	0	16.6845429626981	0	0	0	0	1.79954713383387	0.291979501847217	0	4.44523894649029	1.39435109045406	0	0.357525920629246	0	0	0	19.7413895840782	0.286020736503396	0	0	0	0	0	0	0	0	0.286020736503396	0	0	0	1.01299010844953	0.0715051841258491	0	2.0676915743058	0	0.0774639494696699	0	0	0	42.3072339411274	0	0.166845429626981	0	0	0	0	0	0	0	0.172804194970802	0.101299010844953	0	0	0	0	0
BOX_4_34	BBL7	20.355	S	0.2	2.94493216280926	0	18.3320031923384	0	0	0	0	1.32482043096568	0.494812450119713	0	3.50359138068635	2.07501995211492	0	0.415003990422985	0	0	0	20.3750997605746	0.558659217877095	0	0	0	0	0	0	0	0	0	0	0	0	1.2609736632083	0.215482841181165	0	11.9872306464485	0	0	0	0	0	35.8180367118915	0	0	0	0	0	0	0	0	0	0.694333599361532	0	0	0	0	0	0
BOX_4_35	BBL7	29.149	S	0.2	1.45278450363196	0	12.902109996541	0	0	0.230600714862216	0	1.19912371728352	0	0	8.11714516315	5.47676697797763	0.0807102502017756	0.818632537760867	0	0	0	36.4579730197164	0	0	0	0	0	0	0	0	0	0	0	0	0	0.691802144586648	0.530381644183097	0	1.91398593335639	0	0	4.25458318920789	0	0	17.5948345439871	0	0.253660786348438	0	0	0	0	0	0	0	7.50605326876513	0.518851608439986	0	0	0	0	0
BOX_4_36	BBL7	41.672	S	0.2	8.6735359332203	0	2.79118299204382	0	0	0	0	0.717360114777618	0	0	5.64105908438764	12.9124820659971	0.234772401199948	0.221729490022173	0.0456501891222121	0	0	35.5028042259032	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0782574670666493	0.25433676796661	0.749967392722056	3.30637798356593	0	0.273901134733272	0	0	0	16.0362592930742	0	0	0	0	0	0	0	0	0	7.44098082692057	0.345637146211034	0	3.85418025303248	0.919525238033129	0	0
BOX_4_37	BBL9	4.778	S	0.2	0	0	43.9476939388585	0	0	0	0	0.671496730871179	0.424103198444955	0	1.16628379572363	1.43134829475172	0	0	0	0	0	19.1023148966248	0	0	0	0	0	0	0	0	0	0.653825764269305	0	0	0	0.547799964658067	0	0	0	0	0	0	0	0	30.1113270895918	0	0	0	0	0	0	0	0	0	1.94380632620604	0	0	0	0	0	0
BOX_4_38	BBL9	9.417	S	0.2	0.338348571017205	0	24.3682960190051	0	0	0	0	0.943056655388381	0.374343099848823	0	1.88611331077676	5.74472680152617	0.244762796055	0	0	0	0	20.1209416168742	0	0.280757324886617	0	0	0	0	0	0	0	2.63479951047441	0	0	0	0.489525592109999	0	0.244762796055	1.3173997552372	0	0	0	0	0	38.2981786768411	0	0	0	0	0	0	0	0	0	2.18846735296235	0.525520120941617	0	0	0	0	0
BOX_4_24	BBL9	11.594	S	0.2	0	0	30.6930693069307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8514851485149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.4554455445545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOX_4_39	BBL9	14.184	S	0.2	0.555510828435714	0	28.1700346187908	0	0	0	0	0.338137026004347	0.0563561710007246	0	1.45720956444731	7.54367603252556	0	0	0.499154657434989	0	0.0402544078576604	32.7107318251349	0	0	0	0	0	0	0	0	0	1.02246195958457	0	0.0483052894291925	0	0	0	0	3.05128411561066	0	0	0	0	0	20.6827147572659	0	0	0	0	0	0	0	0	0	3.20425086546977	0.61991788100797	0	0	0	0	0
BOX_4_41	BBL9	17.808	S	0.2	0	0	4.84105547475587	0	0	0	0	0.186993559110742	0	0	1.14273841678787	8.93413671306877	0	0	0	0	0	45.0031165593185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.893413671306877	0	0	0	0	0	29.0463328485352	0	0	0	0	0	0	0	0	0	9.12113027217951	0.83108248493663	0	0	0	0	0
BOX_4_25	BBL9	20.335	S	0.2	0.589243625455324	0	8.29762159845725	0	0	0	0	0.439254338975788	0.166059567173773	0	1.22669809299336	16.3863295478894	0.192843368330834	0.0910649239340047	0.423184058281551	0	0	32.1941289907864	0.219627169487894	0	0	0	0	0	0	0	0	0.648167988000857	0	0.0482108420827084	0	0.283908292264838	0	0	2.1802014141847	0	0	0	0	0	31.7173773301907	0	0	0	0	0	0	0	0	0	4.14077565888151	0.583886865223913	0.171416327405185	0	0	0	0
BOX_4_42	BBL9	21.649	S	0.2	0	0	16.8565744257551	0	0	0	0	0.153734852595406	0	0	0.922409115572436	16.1240730692711	0.126605172725628	0.316512931814071	0	0	0	46.3736661240731	0	0.0271296798697775	0	0	0	0	0	0	0	0	0	0	0	0.226080665581479	0	0	1.75438596491228	0	0	0	0	0	11.828540423223	0	0	0	0	0	0	0	0	0	5.29028757460662	0	0	0	0	0	0
BOX_4_26	BBL9	23.369	S	0.2	2.89391353811149	0	17.5270193401593	0	0	0	0	0.469283276450512	0	0	1.13054607508532	23.3432878270762	0.227531285551763	0.369738339021616	0.127986348122867	0	0	30.5460750853242	0	0	0	0	0	0	0	0	0	0.0284414106939704	0.206200227531286	0	0	0	0	0	1.15898748577929	0	0	0	0	0	14.3131399317406	0	0	0	0	0	0	0	0	0	7.01080773606371	0.647042093287827	0	0	0	0	0
BOX_4_27	BBL9	25.144	S	0.2	9.51031333648244	0	15.5802235868367	0	0	0	0	0.251928830105495	0	0	1.33049913399465	22.0280270823492	0.299165485750276	0.393638797039836	0.196819398519918	0	0	28.3026295071642	0.645567627145331	0	0	0	0	0	0	0	0	0	0	0.086600535348764	0	0	0	0	0.574712643678161	0	0	0	0	0	16.8556132892458	0	0	0	0	0	0	0	0	0	3.40103920642419	0.0314911037631869	0.511730436151787	0	0	0	0
BOX_4_28	BBL9	27.225	S	0.2	1.68002210555402	0	6.17297596021	0	0	0	0	0.37579441834761	0	0	0.729483282674772	30.8427742470296	0.359215252832274	0.558165239016303	0.138159712627798	0	0	39.2760431058303	0.320530533296491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29897761812655	0	0	0	0	0	13.9320254213871	0	0	0	0	0	0	0	0	0	2.38187344570323	0.403426360873169	0.530533296490743	0	0	0	0
BOX_4_29	BBL9	30.85	S	0.2	0	0	3.06618735462043	0	0	0.0704870656234581	0	0.140974131246916	0	0	2.36131669838585	31.7755691830549	0.345386621554945	0.465214633114823	0	0.0281948262493832	0	45.0341862268274	0.148022837809262	0	0	0	0	0	0	0	0	0	0	0	0	0.148022837809262	0	0	0	0	0	0	0	0	13.6956368506379	0	0	0	0	0	0	0	0	0	2.26968351307535	0	0.451117219990132	0	0	0	0
BOX_4_30	BBL9	41.081	S	0.2	2.29953267561754	0	1.50582301016245	0.111267710110526	0	0	0	0.326385282990876	0	0	4.05756249536385	19.7833988576515	0.474742229804911	0.81596320747719	0	0	0	46.7398560937616	0	0	0	0	0	0	0	0	0	0	0	0	0	0.482160077145612	0	0	4.00563756397893	0	0	0	0	0	9.30198056523997	0	0	0	0	0	0	0	0	0	9.64320154291225	0.155774794154736	0	0	0.296713893628069	0	0
BOX_4_31	BBL9	45.024	S	0.2	2.50617463315415	0	9.61789917187273	0	0	0	0	1.00973412756066	0	0	4.45300014528549	19.7660903675723	0.5884062182188	0.958884207467674	0	0	0	40.7961644631701	0	0	0	0	0	0	0	0	0	0.203399680371931	0	0	0	0.406799360743862	0	0.399535086444864	0	0	0	0	0	0	9.65422054336772	0	0	0	0	0	0	0	0	0	8.87694319337498	0.399535086444864	0	0	0.363213714949877	0	0
BOX_9_31	CB1	3.89	S	0.2	17.7458499174837	0	12.0570818367149	0	0	0	0	1.82506552761868	4.50441704688865	0	5.69847587612853	6.02854091835744	0	6.44597611882342	0	0	1.34938355499466	29.3854965537326	0.73779244733521	0	0	0	0	0	0	0	0	0	0	0	0	1.14551985244151	0	0.485389767983691	0	0	0	0	0	0	6.5624696631395	0	0	0	0	0	0	0	0	0	0.310649451509562	5.71789146684788	0	0	0	0	0
BOX_9_30	CB1	45.81	S	0.2	1.25510204081633	0	1.90816326530612	0.591836734693878	0	0	0	1.12244897959184	5.21428571428571	0	13.7959183673469	0.571428571428571	0.36734693877551	0.918367346938776	0	0	0.918367346938776	27.5816326530612	0.448979591836735	0	0	0	0	0	0	0	0	1.08163265306122	0	0	0	2.87755102040816	0.214285714285714	0.357142857142857	0	0	0	0	0	0	33.4489795918367	0	0	0	0	0	0	0	0.744897959183674	0	3	3.58163265306123	0	0	0	0	0
BOX_2_24	CBE1	3.31	P	0.2	0.143624328712377	0	3.39078306481828	0	0	0	0	23.972773822905	12.3454477332334	0	14.7745722492819	0.955414012738854	0	0.936680404645935	0	0	1.82340452104409	1.99200699388035	1.50493318346447	0	0	0	0	0	0	0.424628450106157	0	0	0	0.0499562882477832	0	5.60134881978269	0	0.0749344323716748	0	0	0	0	0	0	20.4820781815911	0	0	0.181091544898214	0	0	0	0	0	0	5.08305232921194	6.26326963906582	0	0	0	0	0
BOX_6_88	CBE1	3.31	P	3	0	0	2.4330150908531	0	0	0	0	0	10.6251924853711	0	0.523560209424084	0.739143825069295	0	0	0	0	0	11.9494918386203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.4323991376655	0	0	0	0	0	0	0	0	0	5.29719741299661	0	0	0	0	0	0
BOX_6_76	CBE1	3.31	P	20	0	0	22.3082430860109	0	0	0	0	0	1.31567170858319	0	0	0	0	0	0	0	0	1.15456905038933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.8724603955965	0	0	0	0	0	0	0	0	0	0.34905575942003	0	0	0	0	0	0
BOX_9_47	CBE1	3.86	S	0.2	11.0500641848524	0	0.734274711168164	0	0	0	0	0.754813863928113	0.780487804878049	0	3.43517329910141	13.5353016688062	0	0.472400513478819	0	0	0.513478818998716	6.50064184852375	0.426187419768935	0	0	0	0	0	0	0	0	0	0	0	0	0.102695763799743	0	0.143774069319641	1.62259306803594	0	0	0	0	0	51.0551989730424	0	0	0	0.0718870346598203	0	0	0	0	0	0.128369704749679	8.67265725288832	0	0	0	0	0
BOX_9_46	CBE1	10.2	S	0.2	0.317928039702233	0	6.11042183622829	0	0	0	0	1.40741315136476	0.558312655086849	0	3.40415632754342	8.04125310173697	0	1.06622208436725	0	0	0.527295285359802	9.56498138957816	0	0	0	0	0	0	0	0	0	0	0	0	0	0.480769230769231	0	0.387717121588089	0.275279156327543	0	0	0	0	0	55.2962158808933	0	0	0	0.158964019851117	0	0	0	0	0	0.469137717121588	11.9339330024814	0	0	0	0	0
BOX_2_25	CBE1	20.12	P	0.2	1.01510859301228	0	5.50047214353163	0	0	0	0	5.90179414542021	0.755429650613787	0	13.7865911237016	6.37393767705382	1.62889518413598	0.944287063267233	0	1.48725212464589	1.7233238904627	8.59301227573182	1.93578847969783	0	0	0	0	0	0	0.802644003777148	0	0	0	0	0	2.92728989612842	0	0	0	0	0	0	0	0	32.6015108593012	0	0	0	0	0	0	0	0	0	8.59301227573182	5.42965061378659	0	0	0	0	0
BOX_6_44	CBE1	20.12	P	3	2.68115706244102	0	7.4968275143982	0	0	0.0943611102072691	0	0.761396544431068	4.19418865714379	0	10.5716981746006	8.52503823251879	0	0	0	0	0.74512738749878	19.0479289363225	0	0	0	0	0	0	0	0	0	0	0	0	0	0.641004783132138	0	0	0.409982754693652	0	0	0	0	0	34.9363875963948	0	0	0	0	0	0	0	0	0	2.45013503400254	3.56294536817102	0	0	3.88182084404386	0	0
BOX_6_87	CBE1	20.12	P	20	0	0	0	0	0	0	0	0	0.22697718406431	0	0.0685660243527604	0.115852937699492	0	0	0	0	0	0.257713677739686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.3308901761438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOX_5_45	CBE1	35.83	S	0.2	0.18856762552688	0	0.177475412260593	0	0	0	0	5.76055608962508	0.547215854470162	0	3.32026917104193	9.23981365081713	0	0.621163942912076	0	0.158988390150115	0.532426236781779	7.40959846187976	0	0	0	0	0	0	0	0	0	0	0	0	0	0.621163942912076	0	0.258818309546698	0	0	0	0	0.059158470753531	0	58.2563040745397	0	0	0	0.16268579457221	0	0	0	0	0	0.610071729645789	12.0757228425645	0	0	0	0	0
BOX_2_26	CBE1	36.04	P	0.2	1.95967741935484	0	0.540322580645161	0	0	0	0	14.6209677419355	0.661290322580645	0	12.1370967741935	6.75806451612903	4.86290322580645	1.05645161290323	0	0.92741935483871	1.04838709677419	5.40322580645161	1.54032258064516	0	0	0	0	0	0	0.951612903225806	0.0967741935483871	0.0806451612903226	0	0.379032258064516	0	2.96774193548387	0	0.0645161290322581	0	0	0	0	0.104838709677419	0	27.0967741935484	0	0	0	0.0725806451612903	0	0	0	0	0	12.3870967741935	4.20967741935484	0	0	0	0	0.0725806451612903
BOX_6_43	CBE1	36.04	P	3	0.143760782058654	0	2.27584376520547	0	0	0	0	0.548502676162251	0.488786658999425	0	6.83858981731322	2.7027027027027	0.895740257442385	0.205688503560844	0	0.0663511301809174	0.382624850709957	20.2923873136639	0.0862564692351926	0	0	0	0	0	0	0.263192816384306	0	0	0	0.0221170433936391	0	0.758614588401822	0.0309638607510948	0	0.371566329013138	0	0	0	0	0	60.4436678904764	0	0	0	0	0	0	0	0	0	0.917857300836024	1.67868359357721	0	0	0.586101649931437	0	0
BOX_6_78	CBE1	36.04	P	20	0	0	0.0677506775067751	0	0	0	0	0	0.149872710848321	0	0.0266896608360023	0.0574854233390819	0	0.0205305083353864	0	0	0	0.307957625030796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.3409706824341	0	0	0	0	0	0	0	0	0	0.0287427116695409	0	0	0	0	0	0
