"cluster","phylum","class","fam_gen","mean_RA_pct","class_grp"
"4","Proteobacteria","Deltaproteobacteria","Sva1033; Sva1033_ge",0.091,"Deltaproteobacteria"
"4","Proteobacteria","Gammaproteobacteria","Alteromonadaceae; Alteromonas",6.681,"Gammaproteobacteria"
"4","Proteobacteria","Gammaproteobacteria","Alteromonadaceae; Glaciecola",0.035,"Gammaproteobacteria"
"4","Proteobacteria","Gammaproteobacteria","Alteromonadaceae; Paraglaciecola",1.239,"Gammaproteobacteria"
"4","Proteobacteria","Gammaproteobacteria","Arenicellaceae; Arenicella",0.07,"Gammaproteobacteria"
"4","Proteobacteria","Gammaproteobacteria","Colwelliaceae; Colwellia",0.001,"Gammaproteobacteria"
"4","Proteobacteria","Gammaproteobacteria","Halieaceae; Halioglobus",0.762,"Gammaproteobacteria"
"4","Proteobacteria","Gammaproteobacteria","Halieaceae; Luminiphilus",0.811,"Gammaproteobacteria"
"4","Proteobacteria","Gammaproteobacteria","Halieaceae; OM60(NOR5)_clade",1.518,"Gammaproteobacteria"
"4","Proteobacteria","Gammaproteobacteria","Marinobacteraceae; Marinobacter",0.294,"Gammaproteobacteria"
